shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
21SH,19.505362000985276,-99.17447527801453,603
21SH,19.50599866500113,-99.17472683861025,604
21SH,19.5081607,-99.1736744,605
21SH,19.508106238946734,-99.17350893784896,606
21SH,19.502726697127127,-99.16340114201914,607
21SH,19.50037188249315,-99.15791370561642,608
21SH,19.501873358465133,-99.15756262481715,609
21SH,19.502130565120755,-99.15749233754669,610
22SH,19.416028219558733,-99.07550245250533,611
22SH,19.417697506035164,-99.07853197798468,612
22SH,19.421760579849362,-99.08360281470813,613
22SH,19.422659401685856,-99.08517058455654,614
22SH,19.423435607838297,-99.0865152026509,615
22SH,19.42382643224284,-99.0943043080013,616
22SH,19.416806299999998,-99.09893900000002,617
22SH,19.41435066518014,-99.09855747064545,618
22SH,19.396170261971957,-99.09931122954406,619
22SH,19.39294949843903,-99.10017641875358,620
22SH,19.38072457456922,-99.10149030913067,621
22SH,19.372714856746818,-99.10281935038131,622
22SH,19.37036106599358,-99.1017552918249,623
22SH,19.366963366977696,-99.1049841215452,624
22SH,19.364544097609162,-99.10697153596448,625
22SH,19.3638016,-99.1072717,626
22SH,19.36165631709548,-99.10805157178457,627
22SH,19.359689399746138,-99.10861207549104,628
22SH,19.358532859508387,-99.10894236783223,629
22SH,19.35832329738678,-99.10900221543685,630
22SH,19.35661906117223,-99.10949275547631,631
22SH,19.356247552120987,-99.10831419794438,632
22SH,19.34546011913056,-99.10758202583435,633
22SH,19.34462467059042,-99.10770602874521,634
22SH,19.34404681813595,-99.10781849801569,635
22SH,19.34285737696054,-99.10803637530657,636
22SH,19.33355098026538,-99.10856732856392,637
22SH,19.331490335857193,-99.10777221136652,638
22SH,19.329700361589662,-99.1071937494237,639
22SH,19.328610155567528,-99.10566299628461,640
22SH,19.328130206938294,-99.10456093293917,641
22SH,19.3224236,-99.0975354,642
22SH,19.321146489610925,-99.08994935719389,643
22SH,19.319832721277546,-99.08241777273246,644
22SH,19.319763103413248,-99.08195677985013,645
22SH,19.31961217840125,-99.08109897600801,646
22SH,19.31722041780189,-99.07421280217123,647
22SH,19.311125800000003,-99.06982959999999,648
22SH,19.30498973078111,-99.06173233131904,649
22SH,19.304626368774457,-99.0606699261017,650
22SH,19.304345695384846,-99.05997020534556,651
22SH,19.30413941575782,-99.05944662227394,652
22SH,19.303097253580304,-99.05641363572676,653
22SH,19.300105798561507,-99.05348015370494,654
23SH,19.336595707799624,-99.19040185581264,655
23SH,19.337567377769872,-99.18348322747616,656
23SH,19.34190213818052,-99.1815693886977,657
23SH,19.341921946405567,-99.1815650949747,658
23SH,19.34430493055025,-99.18108574979742,659
23SH,19.344857695159536,-99.18097859881904,660
23SH,19.34606467773208,-99.18073640822809,661
23SH,19.34934894568798,-99.18001742958415,662
23SH,19.350757869920134,-99.17864323359775,663
23SH,19.350757869920134,-99.17864323359775,664
23SH,19.35112834989018,-99.17476116486391,665
23SH,19.349420389836734,-99.17008958980222,666
23SH,19.3545630416972,-99.1673705987859,667
23SH,19.356331421931593,-99.16286485937563,668
23SH,19.3565388102395,-99.1634922870506,669
23SH,19.3580825,-99.1641353,670
23SH,19.365957987428388,-99.16322931214847,671
23SH,19.371886744019815,-99.16185799277149,672
23SH,19.381128999999998,-99.1585897,673
23SH,19.38662281842014,-99.15797080468766,674
23SH,19.3951316,-99.1576187,675
23SH,19.396022500000004,-99.1568532,676
23SH,19.40178495006743,-99.15479235955259,677
24SH,19.507399901467288,-99.20067797974254,678
24SH,19.5065584,-99.20299969999999,679
24SH,19.5100061,-99.1996363,680
24SH,19.511596199999996,-99.19899199999999,681
24SH,19.51950955641432,-99.20868308507075,682
24SH,19.522434433394224,-99.21093647337577,683
24SH,19.530722134200825,-99.2245202644617,684
24SH,19.53836413777027,-99.2369186597259,685
25SH,19.366930099999998,-99.0021443,686
25SH,19.37312571852558,-99.00128667227808,687
25SH,19.36907395654335,-99.01037612693973,688
25SH,19.373726319869643,-99.01659266935049,689
25SH,19.38053336813663,-99.02693646677088,690
25SH,19.387132672718966,-99.0385392311911,691
25SH,19.39025871849469,-99.04399275567626,692
25SH,19.396307040915985,-99.05451023396692,693
25SH,19.402759816452246,-99.06574392317216,694
25SH,19.404643176445123,-99.06900550694091,695
25SH,19.405027229349123,-99.06965641936866,696
25SH,19.406798616830436,-99.07272342125647,697
25SH,19.40809819250542,-99.07500494597882,698
25SH,19.41271001223612,-99.0830491891317,699
25SH,19.414426334536564,-99.08601056237345,700
25SH,19.41949245627162,-99.09517789256512,701
26SH,19.392556467440944,-99.09199336771307,702
26SH,19.391675199999998,-99.0913836,703
26SH,19.39219732394918,-99.09694003660734,704
26SH,19.392342304230137,-99.0986829850998,705
26SH,19.392342304230137,-99.0986829850998,706
26SH,19.392967522612246,-99.09898804087634,707
26SH,19.396070798661704,-99.09889337912588,708
26SH,19.394032285756946,-99.10005180639683,709
26SH,19.398448622905047,-99.11336206109841,710
26SH,19.4006458383994,-99.11351607305964,711
26SH,19.399314894179373,-99.11366487168465,712
26SH,19.398279183496406,-99.11362520940577,713
26SH,19.394691141295777,-99.11405814121966,714
26SH,19.395319663909472,-99.11948611959744,715
26SH,19.395617307591603,-99.12315061397489,716
26SH,19.39872848341021,-99.1245330721849,717
26SH,19.3987932,-99.12972309999999,718
26SH,19.401570557581593,-99.13666307934054,719
27SH,19.299833596362763,-99.14648081199775,720
27SH,19.299815706842022,-99.14642997720645,721
27SH,19.299451899999998,-99.1454096,722
27SH,19.289955499999994,-99.15180269999999,723
27SH,19.2420718,-99.1491132,724
27SH,19.240275745056852,-99.14811182094353,725
27SH,19.239927602831745,-99.14756922805056,726
28SH,19.3092404,-98.8561347,727
28SH,19.302186250723942,-98.88314164562436,728
28SH,19.2935467,-98.882345,729
28SH,19.291160776193063,-98.9095604181924,730
28SH,19.290660681366873,-98.91610426038,731
28SH,19.293688471020797,-98.92278444537895,732
28SH,19.29855554419974,-98.92854548018968,733
28SH,19.3027533,-98.93354819999999,734
28SH,19.306382461833643,-98.93779432937704,735
28SH,19.34870114995481,-98.98423506166564,736
28SH,19.377391964447668,-99.02148434120726,737
28SH,19.391408440960287,-99.04600728829226,738
28SH,19.397649959036073,-99.05718128917394,739
28SH,19.39829488879351,-99.05830518321247,740
28SH,19.39875287621341,-99.0591100670044,741
29SH,19.403860600484226,-99.18745585245004,742
29SH,19.40401257712429,-99.18990461719967,743
29SH,19.40362007250624,-99.19365871299927,744
29SH,19.40273885492354,-99.19892738903191,745
29SH,19.401480515353146,-99.20316282936601,746
29SH,19.401429960393656,-99.20367390085474,747
29SH,19.401429960393656,-99.20367390085474,748
29SH,19.380973479661,-99.25507824116703,749
29SH,19.37632002759532,-99.26487105280215,750
29SH,19.378322437796154,-99.26146439927011,751
29SH,19.378616531334877,-99.26137211645518,752
29SH,19.377757815312243,-99.26752678691163,753
29SH,19.376963888373496,-99.27383002162712,754
29SH,19.376717633988243,-99.27431137520448,755
29SH,19.373048090691242,-99.27824444932551,756
29SH,19.37405942694292,-99.28247405927323,757
29SH,19.37384546988285,-99.28429764341462,758
29SH,19.373887839326585,-99.28566500488859,759
29SH,19.3775771,-99.2881006,760
29SH,19.38274820345337,-99.28422187309017,761
30SH,19.334431597412742,-99.15308315350057,762
30SH,19.33473193130173,-99.15452163780817,763
30SH,19.335135079715137,-99.15623512326667,764
30SH,19.335306317504124,-99.15915799888077,765
30SH,19.335588436695925,-99.16455960231194,766
30SH,19.335600627711464,-99.16482085001111,767
30SH,19.33565275978666,-99.16590098823696,768
30SH,19.33584400481737,-99.16922095350925,769
30SH,19.3359597414361,-99.17120977056955,770
30SH,19.336085919836933,-99.17363043563164,771
30SH,19.336159427678325,-99.17496662240454,772
30SH,19.336160058589627,-99.17497749431958,773
30SH,19.336300801271395,-99.17739474157483,774
30SH,19.336856515791155,-99.1820583743061,775
30SH,19.33735928596419,-99.18345832114862,776
30SH,19.337818873070088,-99.18539092475767,777
30SH,19.33832958922357,-99.18880114605507,778
30SH,19.33832958922357,-99.18880114605507,779
30SH,19.33832958922357,-99.18880114605507,780
30SH,19.338421171362693,-99.1894059111908,781
30SH,19.338434715245786,-99.18949534976514,782
30SH,19.338481057393377,-99.18978700273848,783
30SH,19.338481057393377,-99.18978700273848,784
30SH,19.338481057393377,-99.18978700273848,785
30SH,19.338747252433873,-99.19098251455677,786
30SH,19.338432967546492,-99.19328075291659,787
30SH,19.33846267260151,-99.1940512052348,788
30SH,19.335092986583405,-99.20190423794953,789
30SH,19.334420030051902,-99.20262533566715,790
30SH,19.332995935058758,-99.20503030246724,791
30SH,19.331427419377732,-99.20996939561822,792
30SH,19.330918011427787,-99.21186959474358,793
30SH,19.330161887949544,-99.21398512110257,794
30SH,19.32974628129284,-99.2151544121191,795
30SH,19.32935272789791,-99.21613680636169,796
30SH,19.329072595496807,-99.21671874536045,797
30SH,19.3284582679466,-99.21796495442445,798
30SH,19.328258197828085,-99.21836484820155,799
30SH,19.325261100515036,-99.22213149740557,800
30SH,19.325044688030967,-99.22358155668157,801
30SH,19.324523394167013,-99.22682903192975,802
30SH,19.32092103552194,-99.23172680031979,803
30SH,19.32088000173728,-99.23178193513395,804
30SH,19.319084331335915,-99.23404679903489,805
30SH,19.317563300000003,-99.23677610000001,806
30SH,19.32149714103868,-99.24228862901565,807
30SH,19.322784076586633,-99.24406133337263,808
30SH,19.322985757541343,-99.24435083063581,809
30SH,19.324076386749,-99.24587177983994,810
31SH,19.305635877016424,-99.26747224320948,811
31SH,19.30575751181079,-99.26723491796398,812
31SH,19.30594684459834,-99.26687378026271,813
31SH,19.30647857806121,-99.26607393961969,814
31SH,19.307722464717752,-99.26485969494881,815
31SH,19.307722464717752,-99.26485969494881,816
31SH,19.309571882709772,-99.26317207623379,817
31SH,19.311752852133534,-99.2606945212582,818
31SH,19.311772977046164,-99.26067541094658,819
31SH,19.312110940192678,-99.26036851329806,820
31SH,19.31234296626537,-99.25978383999382,821
31SH,19.31138141027526,-99.25939235845713,822
31SH,19.30949440040696,-99.259693216763,823
31SH,19.30934988278285,-99.25978355315736,824
31SH,19.309148182305478,-99.25988911024653,825
31SH,19.308940557380556,-99.2600104232644,826
31SH,19.30719187418321,-99.26095770980419,827
31SH,19.305767917993062,-99.26075759245663,828
31SH,19.304436318932847,-99.25475161861752,829
31SH,19.305683161088364,-99.2507825288466,830
31SH,19.305987093174238,-99.24871604228817,831
31SH,19.305676595209928,-99.24499288641942,832
31SH,19.306191538749502,-99.24303654260632,833
31SH,19.305705517342165,-99.24292258173472,834
31SH,19.30541898082511,-99.2431419292993,835
31SH,19.30540696967617,-99.2431516806518,836
31SH,19.3029978,-99.24536719999999,837
31SH,19.30347199055194,-99.24257574278265,838
31SH,19.30359454582591,-99.24229133392046,839
31SH,19.304334067063003,-99.2384621912587,840
31SH,19.306067823055688,-99.23341289851675,841
31SH,19.306410958570982,-99.23309528369792,842
31SH,19.310227000881582,-99.22735169276173,843
31SH,19.31122382336247,-99.22559103321592,844
31SH,19.3158093,-99.2223841,845
31SH,19.326116172784644,-99.2167033441077,846
31SH,19.326613175141517,-99.21624687706992,847
31SH,19.330168835435373,-99.21209531288235,848
31SH,19.333114969700887,-99.20293063908795,849
31SH,19.336275139473173,-99.1947709364133,850
31SH,19.336835311547166,-99.1918643813452,851
31SH,19.337157019406533,-99.18495009839936,852
31SH,19.341145822374628,-99.18172300839295,853
31SH,19.34210711625579,-99.18152566357553,854
31SH,19.344862278634412,-99.18097771032959,855
31SH,19.345639143856598,-99.1808221560922,856
33SH,19.324403000000004,-99.1733082,857
33SH,19.324124257965625,-99.17424701689697,858
33SH,19.312217946588856,-99.17103473716337,859
33SH,19.309338403456472,-99.17089386816112,860
33SH,19.30761609901144,-99.17368051618666,861
33SH,19.305862706720955,-99.17547472306883,862
33SH,19.30541133806929,-99.18006126177296,863
33SH,19.30376988504413,-99.18016089688003,864
33SH,19.3037723397536,-99.18009930573746,865
34SH,19.3937267,-99.0950847,866
34SH,19.39409226189136,-99.09869190830203,867
34SH,19.394887460040994,-99.098755065547,868
34SH,19.402925443114853,-99.09774351432655,869
34SH,19.407839352151782,-99.09704774565859,870
34SH,19.419290408437014,-99.09655562590959,871
35SH,19.28152454310227,-99.2425566207161,872
35SH,19.281533976581674,-99.24255405633974,873
35SH,19.28276921818108,-99.24195184167048,874
35SH,19.283097123220116,-99.24154335317677,875
35SH,19.283266749300946,-99.24092547946128,876
35SH,19.283426312402298,-99.2401489175547,877
35SH,19.283574891260223,-99.23793981814188,878
35SH,19.286557008265557,-99.23742739408091,879
35SH,19.287775110886233,-99.23748709105251,880
35SH,19.287874977155077,-99.23749220955989,881
35SH,19.290855541976992,-99.23776390871981,882
35SH,19.29173859467744,-99.23782404210942,883
35SH,19.293685947720515,-99.23793968860012,884
35SH,19.294666559213116,-99.23255825824296,885
35SH,19.296990113395655,-99.2319058750645,886
35SH,19.30028407918896,-99.23278126149744,887
35SH,19.300769835124388,-99.23324175833397,888
35SH,19.303022420022334,-99.23359607950533,889
35SH,19.303273800000003,-99.2346599,890
35SH,19.3034923,-99.2346249,891
35SH,19.305779510516448,-99.23401836054795,892
35SH,19.305960099999997,-99.2338999,893
35SH,19.30667064644758,-99.23217741590389,894
35SH,19.307783600300333,-99.23024876775862,895
35SH,19.30917261542594,-99.22865787719782,896
35SH,19.30960280003285,-99.22873210679253,897
35SH,19.310393295168655,-99.225154945408,898
35SH,19.31066567880253,-99.22480782928221,899
35SH,19.310983548682955,-99.22204127126098,900
35SH,19.311020984152833,-99.22144492594786,901
35SH,19.311034844475103,-99.22127839784459,902
35SH,19.3119821729316,-99.2199540219321,903
35SH,19.31783768712545,-99.22109528260985,904
35SH,19.324282956024604,-99.21547459055311,905
35SH,19.32537145693945,-99.21393605530983,906
35SH,19.328123622234813,-99.21171767439695,907
35SH,19.328435120997284,-99.21155367404629,908
35SH,19.328460456805875,-99.21154064229337,909
35SH,19.328556245456195,-99.21149137230248,910
35SH,19.330297135687747,-99.21062054094324,911
35SH,19.333092837512588,-99.20309327928099,912
35SH,19.333551807095656,-99.2003517525301,913
35SH,19.336504844617977,-99.19377188921418,914
35SH,19.33732519059596,-99.18408196910025,915
35SH,19.345477339914616,-99.18085476052723,916
36SH,19.342528556655854,-99.14458044030472,917
36SH,19.337655949281036,-99.14672398432481,918
36SH,19.337317611005737,-99.1469413616836,919
36SH,19.337317611005737,-99.1469413616836,920
36SH,19.330566823386526,-99.14448840312738,921
36SH,19.3287295,-99.144869,922
36SH,19.3257492337378,-99.14718017415386,923
36SH,19.32441705743004,-99.14719159287901,924
36SH,19.32405286319152,-99.14728297171244,925
36SH,19.318775185118145,-99.1493119543641,926
36SH,19.310653198044605,-99.15224370032944,927
36SH,19.309972286529206,-99.15607912926093,928
37SH,19.372453599999996,-99.09674659999999,929
37SH,19.372453599999996,-99.09674659999999,930
37SH,19.372282718400356,-99.09733237750524,931
37SH,19.369457635434866,-99.1010420895004,932
37SH,19.368840714402747,-99.10208379343929,933
37SH,19.369611591303688,-99.10303886448881,934
37SH,19.370138669776342,-99.1086283402923,935
37SH,19.369860420068207,-99.1170864317573,936
37SH,19.369821303854135,-99.11758968415697,937
37SH,19.369794276297977,-99.11786420251501,938
37SH,19.369584380215745,-99.122084338977,939
37SH,19.369584380215745,-99.122084338977,940
37SH,19.369584380215745,-99.122084338977,941
37SH,19.36912785772963,-99.12477694509143,942
37SH,19.366588606059935,-99.12672720223266,943
37SH,19.362578188256077,-99.12912733235144,944
37SH,19.356932399331463,-99.13495294844651,945
37SH,19.35722175340081,-99.13948721246344,946
37SH,19.357198645211888,-99.1421676642584,947
37SH,19.35748725657989,-99.14525627662502,948
37SH,19.357754567717148,-99.15027191297702,949
37SH,19.357816203426886,-99.1517589391168,950
37SH,19.35786175027934,-99.15267434713147,951
37SH,19.35786175027934,-99.15267434713147,952
37SH,19.357862562659655,-99.15268442322986,953
37SH,19.357961398739057,-99.15440293386338,954
37SH,19.358226797597734,-99.15950061896723,955
37SH,19.358340076074704,-99.16070824868646,956
37SH,19.358384723274146,-99.16202311395278,957
37SH,19.358430608070766,-99.1626026211249,958
37SH,19.358775449511782,-99.16826200238704,959
37SH,19.3597824,-99.1717192,960
37SH,19.358944499999996,-99.1720783,961
37SH,19.35628172759548,-99.17353158618094,962
37SH,19.35299345331243,-99.1766870348363,963
37SH,19.352176527778557,-99.17744909655994,964
37SH,19.35059618797746,-99.18617948045261,965
37SH,19.350433559750766,-99.18653054411033,966
37SH,19.347553144217592,-99.19042632456092,967
37SH,19.34746366111095,-99.19040651649476,968
37SH,19.342725473248873,-99.1907511010765,969
37SH,19.340567429624617,-99.19234620841199,970
38SH,19.541888792618522,-99.25114444669265,971
38SH,19.54179441395314,-99.25091112766411,972
38SH,19.540637583425017,-99.24862285839653,973
38SH,19.539222127806248,-99.2465242299493,974
38SH,19.538047077946707,-99.24519885138092,975
38SH,19.536309354982805,-99.24370127924341,976
38SH,19.528105030627255,-99.22324658181344,977
38SH,19.539878678566648,-99.21435881494135,978
38SH,19.54467409258474,-99.21130997041791,979
38SH,19.547789929441784,-99.2062226121744,980
38SH,19.541761233576427,-99.18963084368653,981
38SH,19.541642174062677,-99.1894771766553,982
38SH,19.53599687521079,-99.18942650068595,983
38SH,19.535995922902018,-99.1894265681428,984
38SH,19.53562217680719,-99.18945206789516,985
38SH,19.525171174851792,-99.1941054370145,986
38SH,19.516219695240093,-99.19253995310535,987
38SH,19.50115001909012,-99.20107890622826,988
39SH,19.310314856450436,-99.0551580279956,989
39SH,19.30450447223165,-99.06035635004561,990
39SH,19.30453079893492,-99.05981176620607,991
39SH,19.30455116896998,-99.05979594773294,992
39SH,19.307343128509007,-99.0575137308644,993
39SH,19.3112617,-99.0543036,994
39SH,19.31590920830347,-99.06036451224702,995
39SH,19.317011101134646,-99.06515293417348,996
39SH,19.31583634346918,-99.06920688609645,997
