shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
18SH,19.46224203515362,-99.10788560294289,532
18SH,19.4619143956954,-99.1069723300374,533
18SH,19.461174396331945,-99.10483935026161,534
18SH,19.4574797678957,-99.09406095766981,535
18SH,19.456910301555027,-99.0924390174671,536
18SH,19.456076217240135,-99.08996141763524,537
18SH,19.453376693404028,-99.08207237044647,538
19SH,19.39207596939678,-99.09572917212654,539
19SH,19.392293661893113,-99.098017397991,540
19SH,19.393352160032663,-99.1032043826279,541
19SH,19.3938494848179,-99.10551647502226,542
19SH,19.394310763349168,-99.11040722109549,543
19SH,19.394502005304552,-99.1122801006489,544
19SH,19.398896946972844,-99.11339635653951,545
19SH,19.39463998071724,-99.11372943832136,546
19SH,19.394847682942753,-99.11512953136966,547
19SH,19.395114631985773,-99.11723651429158,548
19SH,19.395213604076332,-99.11813138142251,549
19SH,19.39527590900009,-99.11876079893305,550
19SH,19.398846054008253,-99.13206266334826,551
19SH,19.39991463883772,-99.13691430054806,552
19SH,19.400199920573833,-99.13687011005659,553
19SH,19.400463928701907,-99.1368292147336,554
19SH,19.40086105879154,-99.1367677001295,555
20SH,19.337393006217635,-99.18355785982834,556
20SH,19.33778754111326,-99.18522902911072,557
20SH,19.33835294130855,-99.18895535086514,558
20SH,19.338532037006043,-99.1899766500269,559
20SH,19.33874176636668,-99.19154299175537,560
20SH,19.33856304962368,-99.19249220306662,561
20SH,19.338484061222324,-99.19395461845788,562
20SH,19.337729691669136,-99.19630896370536,563
20SH,19.336175011441604,-99.20087062148154,564
20SH,19.334057871363424,-99.20318854381023,565
20SH,19.332059625821522,-99.20827818529177,566
20SH,19.3314277119475,-99.20985046938488,567
20SH,19.32929518913104,-99.21163982198165,568
20SH,19.324348065616896,-99.21619078214059,569
20SH,19.32229680426479,-99.2190976983917,570
20SH,19.321428211839592,-99.2204733779846,571
20SH,19.323068004193253,-99.22379631690478,572
20SH,19.32288935076499,-99.22417216144726,573
20SH,19.321208056906347,-99.22690166759688,574
20SH,19.320381986708085,-99.22817357327988,575
20SH,19.31639149061238,-99.2328256771913,576
20SH,19.317069957733178,-99.2360458960836,577
20SH,19.320537139132792,-99.24094194822722,578
20SH,19.324496267145435,-99.24673901630472,579
20SH,19.323277187784324,-99.24636655220951,580
20SH,19.32272679555111,-99.24618952588877,581
20SH,19.3201221,-99.2454908,582
20SH,19.31797356010746,-99.2439843387141,583
20SH,19.31826553638443,-99.24416720575964,584
21SH,19.44789688800383,-99.16566669906906,585
21SH,19.44808002878199,-99.16563684040614,586
21SH,19.45197699969626,-99.16511798871468,587
21SH,19.45259217860207,-99.16638310287284,588
21SH,19.456313804794164,-99.16666647427463,589
21SH,19.459531466467364,-99.1673970295788,590
21SH,19.461311586028785,-99.16718346485821,591
21SH,19.464646100000003,-99.1657132,592
21SH,19.466087465307744,-99.1666398820857,593
21SH,19.471866756264816,-99.16467462692559,594
21SH,19.47266435137541,-99.16220079201884,595
21SH,19.47304928755373,-99.16095729553099,596
21SH,19.47397236916108,-99.15893229123209,597
21SH,19.47526652126228,-99.16031800469878,598
21SH,19.480208317122074,-99.16462238487152,599
21SH,19.493745650104305,-99.16991499205146,600
21SH,19.49539196186215,-99.17056605932673,601
21SH,19.49924942555904,-99.17209868091358,602
